car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,age_band,km_band,price_lakh
Hyundai Santro,Hyundai,Santro,13,80000,Individual,Petrol,Manual,17.92,1086,62.1,5,110000,13+ years,50-100K,1.1
Mahindra Scorpio,Mahindra,Scorpio,14,110000,Individual,Diesel,Manual,13.5,2179,115.0,5,280000,13+ years,100-150K,2.8
Audi A4,Audi,A4,5,55000,Dealer,Petrol,Automatic,17.84,1395,147.51,5,1851000,3-5 years,50-100K,18.51
Honda City,Honda,City,3,25000,Individual,Petrol,Manual,17.4,1497,117.3,5,750000,3-5 years,20-50K,7.5
Hyundai Grand,Hyundai,Grand,6,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,400000,6-8 years,20-50K,4.0
Maruti Swift Dzire,Maruti,Swift Dzire,6,40000,Individual,Diesel,Manual,26.59,1248,74.0,5,530000,6-8 years,20-50K,5.3
Mahindra Thar,Mahindra,Thar,3,25000,Individual,Diesel,Manual,16.55,2498,105.0,6,870000,3-5 years,20-50K,8.7
Renault KWID,Renault,KWID,3,30038,Dealer,Petrol,Manual,25.17,799,53.3,5,295000,3-5 years,20-50K,2.95
Tata Tiago,Tata,Tiago,4,53000,Individual,Diesel,Manual,27.28,1047,69.0,5,370000,3-5 years,50-100K,3.7
Maruti Swift,Maruti,Swift,3,5000,Individual,Petrol,Manual,21.21,1197,81.8,5,530000,3-5 years,0-20K,5.3
Renault KWID,Renault,KWID,4,35000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000,3-5 years,20-50K,3.5
Ford Ecosport,Ford,Ecosport,8,62000,Dealer,Diesel,Manual,22.7,1498,89.84,5,470000,6-8 years,50-100K,4.7
Ford Aspire,Ford,Aspire,6,42000,Individual,Diesel,Manual,25.83,1498,99.0,5,390000,6-8 years,20-50K,3.9
Mahindra Scorpio,Mahindra,Scorpio,6,80000,Individual,Diesel,Manual,15.4,2179,120.0,7,920000,6-8 years,50-100K,9.2
Mahindra XUV500,Mahindra,XUV500,8,60000,Individual,Diesel,Manual,15.1,2179,140.0,7,550000,6-8 years,50-100K,5.5
Hyundai Verna,Hyundai,Verna,7,45000,Individual,Diesel,Manual,22.32,1582,126.32,5,635000,6-8 years,20-50K,6.35
Mahindra XUV500,Mahindra,XUV500,4,50000,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1250000,3-5 years,20-50K,12.5
Maruti Alto,Maruti,Alto,3,12000,Individual,Petrol,Manual,24.7,796,47.3,5,300000,3-5 years,0-20K,3.0
Honda City,Honda,City,3,12000,Individual,Petrol,Automatic,18.0,1497,117.6,5,960000,3-5 years,0-20K,9.6
Maruti Vitara,Maruti,Vitara,3,15000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000,3-5 years,0-20K,7.5
Volkswagen Polo,Volkswagen,Polo,10,63000,Dealer,Petrol,Manual,16.47,1198,73.9,5,249000,9-12 years,50-100K,2.49
Tata Hexa,Tata,Hexa,3,30000,Individual,Diesel,Manual,17.6,2179,153.86,7,1400000,3-5 years,20-50K,14.0
Ford Figo,Ford,Figo,10,160800,Individual,Diesel,Manual,20.0,1399,68.0,5,250000,9-12 years,150K+,2.5
Hyundai Verna,Hyundai,Verna,7,120000,Individual,Diesel,Manual,22.32,1582,126.32,5,610000,6-8 years,100-150K,6.1
Ford Ecosport,Ford,Ecosport,5,78247,Dealer,Diesel,Manual,21.7,1498,98.96,5,545000,3-5 years,50-100K,5.45
Hyundai Verna,Hyundai,Verna,8,113000,Individual,Diesel,Manual,22.32,1582,126.3,5,480000,6-8 years,100-150K,4.8
Hyundai i20,Hyundai,i20,7,52000,Dealer,Petrol,Manual,18.6,1197,81.83,5,395000,6-8 years,50-100K,3.95
Toyota Innova,Toyota,Innova,9,109000,Dealer,Diesel,Manual,12.99,2494,100.6,7,495000,9-12 years,100-150K,4.95
Hyundai Grand,Hyundai,Grand,4,90000,Individual,Petrol,Manual,18.9,1197,82.0,5,470000,3-5 years,50-100K,4.7
Volkswagen Polo,Volkswagen,Polo,10,98000,Dealer,Diesel,Manual,22.07,1199,73.9,5,200000,9-12 years,50-100K,2.0
Hyundai i20,Hyundai,i20,5,20000,Individual,Diesel,Manual,21.19,1396,88.73,5,699000,3-5 years,0-20K,6.99
Maruti Wagon R,Maruti,Wagon R,7,21717,Individual,Petrol,Manual,20.51,998,67.04,5,340000,6-8 years,20-50K,3.4
Renault Duster,Renault,Duster,7,40000,Individual,Diesel,Manual,20.45,1461,83.8,5,500000,6-8 years,20-50K,5.0
Honda City,Honda,City,4,50000,Individual,Petrol,Manual,17.14,1497,117.6,5,1050000,3-5 years,20-50K,10.5
Renault Duster,Renault,Duster,5,90000,Individual,Diesel,Manual,19.6,1461,108.45,5,600000,3-5 years,50-100K,6.0
Maruti Swift,Maruti,Swift,4,27876,Dealer,Petrol,Manual,20.4,1197,81.8,5,491000,3-5 years,20-50K,4.91
Land Rover Rover,Land Rover,Rover,5,56000,Dealer,Petrol,Automatic,12.63,1999,177.0,5,2890000,3-5 years,50-100K,28.9
Hyundai i10,Hyundai,i10,13,57215,Individual,Petrol,Manual,20.36,1197,78.9,5,160000,13+ years,50-100K,1.6
Hyundai Venue,Hyundai,Venue,2,5400,Dealer,Petrol,Manual,18.27,998,118.35,5,985000,0-2 years,0-20K,9.85
Maruti Swift Dzire,Maruti,Swift Dzire,7,60000,Individual,Diesel,Manual,23.4,1248,74.0,5,500000,6-8 years,50-100K,5.0
Tata Tiago,Tata,Tiago,4,24800,Individual,Petrol,Manual,23.84,1199,84.0,5,335000,3-5 years,20-50K,3.35
Maruti Alto,Maruti,Alto,16,70000,Individual,Petrol,Manual,19.7,796,46.3,5,85000,13+ years,50-100K,0.85
Honda Jazz,Honda,Jazz,3,20000,Dealer,Petrol,Automatic,17.1,1199,88.51,5,740000,3-5 years,0-20K,7.4
Maruti Swift,Maruti,Swift,8,34553,Dealer,Petrol,Manual,22.0,1197,81.8,5,375000,6-8 years,20-50K,3.75
Maruti Vitara,Maruti,Vitara,3,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,810000,3-5 years,20-50K,8.1
Volkswagen Polo,Volkswagen,Polo,11,350000,Individual,Petrol,Manual,16.47,1198,73.9,5,173000,9-12 years,150K+,1.73
Maruti Vitara,Maruti,Vitara,4,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,700000,3-5 years,20-50K,7.0
Mahindra KUV,Mahindra,KUV,5,70000,Individual,Diesel,Manual,25.32,1198,77.0,6,310000,3-5 years,50-100K,3.1
Mahindra Scorpio,Mahindra,Scorpio,4,120000,Individual,Diesel,Manual,15.4,1997,120.0,7,850000,3-5 years,100-150K,8.5
Hyundai i20,Hyundai,i20,8,90000,Individual,Diesel,Manual,22.54,1396,88.76,5,285000,6-8 years,50-100K,2.85
Maruti Swift Dzire,Maruti,Swift Dzire,7,120000,Individual,Diesel,Manual,23.4,1248,74.0,5,450000,6-8 years,100-150K,4.5
Hyundai Creta,Hyundai,Creta,4,80000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000,3-5 years,50-100K,11.0
Mahindra Scorpio,Mahindra,Scorpio,4,30000,Individual,Diesel,Manual,15.4,1997,120.0,7,1080000,3-5 years,20-50K,10.8
Honda City,Honda,City,7,66100,Dealer,Diesel,Manual,26.0,1498,98.6,5,530000,6-8 years,50-100K,5.3
Maruti Swift Dzire,Maruti,Swift Dzire,4,50000,Individual,Diesel,Manual,28.4,1248,74.02,5,680000,3-5 years,20-50K,6.8
Mahindra Scorpio,Mahindra,Scorpio,4,42000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1025000,3-5 years,20-50K,10.25
Hyundai i20,Hyundai,i20,4,55000,Individual,Petrol,Manual,18.6,1197,81.83,5,650000,3-5 years,50-100K,6.5
Hyundai i10,Hyundai,i10,9,110699,Dealer,Petrol,Manual,20.36,1197,78.9,5,194000,9-12 years,100-150K,1.94
Maruti Baleno,Maruti,Baleno,2,5000,Individual,Petrol,Automatic,21.4,1197,83.1,5,686000,0-2 years,0-20K,6.86
Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,22.74,796,47.3,5,200000,3-5 years,20-50K,2.0
Maruti Swift Dzire,Maruti,Swift Dzire,11,44000,Dealer,Petrol,Manual,19.1,1197,85.8,5,250000,9-12 years,20-50K,2.5
Maruti Vitara,Maruti,Vitara,3,90000,Individual,Diesel,Manual,24.3,1248,88.5,5,730000,3-5 years,50-100K,7.3
Hyundai Verna,Hyundai,Verna,5,55000,Dealer,Petrol,Manual,17.01,1591,121.3,5,650000,3-5 years,50-100K,6.5
Maruti Vitara,Maruti,Vitara,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,790000,3-5 years,20-50K,7.9
Maruti Baleno,Maruti,Baleno,4,30000,Individual,Petrol,Manual,21.4,1197,83.1,5,620000,3-5 years,20-50K,6.2
Hyundai Verna,Hyundai,Verna,8,50000,Individual,Petrol,Manual,17.01,1591,121.3,5,510000,6-8 years,20-50K,5.1
Maruti Eeco,Maruti,Eeco,8,20000,Individual,Petrol,Manual,15.37,1196,73.0,5,375000,6-8 years,0-20K,3.75
Maruti Swift Dzire,Maruti,Swift Dzire,4,19843,Trustmark Dealer,Petrol,Automatic,21.21,1197,81.8,5,620000,3-5 years,0-20K,6.2
Ford Endeavour,Ford,Endeavour,10,30000,Individual,Diesel,Automatic,11.4,2953,153.86,7,950000,9-12 years,20-50K,9.5
Toyota Innova,Toyota,Innova,4,52300,Dealer,Diesel,Manual,13.68,2393,147.51,7,1450000,3-5 years,50-100K,14.5
Honda City,Honda,City,5,40000,Individual,Petrol,Automatic,18.0,1497,117.3,5,845000,3-5 years,20-50K,8.45
Maruti Swift Dzire,Maruti,Swift Dzire,7,61500,Dealer,Diesel,Manual,23.4,1248,74.0,5,390000,6-8 years,50-100K,3.9
Honda Amaze,Honda,Amaze,6,59000,Dealer,Petrol,Manual,18.0,1198,86.7,5,395000,6-8 years,50-100K,3.95
Hyundai Grand,Hyundai,Grand,3,40000,Individual,Petrol,Manual,18.9,1197,81.86,5,450000,3-5 years,20-50K,4.5
Audi A6,Audi,A6,8,60000,Individual,Diesel,Automatic,17.68,1968,174.33,5,1700000,6-8 years,50-100K,17.0
Hyundai Grand,Hyundai,Grand,8,61000,Dealer,Petrol,Manual,18.9,1197,82.0,5,325000,6-8 years,50-100K,3.25
Mahindra KUV,Mahindra,KUV,5,70000,Individual,Diesel,Manual,25.32,1198,77.0,6,350000,3-5 years,50-100K,3.5
Mahindra XUV500,Mahindra,XUV500,8,63000,Dealer,Diesel,Manual,15.1,2179,140.0,7,650000,6-8 years,50-100K,6.5
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,58000,Dealer,Petrol,Manual,12.3,1796,185.0,5,1250000,9-12 years,50-100K,12.5
Maruti Swift Dzire,Maruti,Swift Dzire,4,22000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000,3-5 years,20-50K,7.5
Honda City,Honda,City,11,57977,Dealer,Petrol,Manual,17.0,1497,118.0,5,299000,9-12 years,50-100K,2.99
Land Rover Rover,Land Rover,Rover,3,13000,Dealer,Petrol,Automatic,12.19,1997,237.36,4,7000000,3-5 years,0-20K,70.0
Mini Cooper,Mini,Cooper,9,67000,Dealer,Petrol,Automatic,17.33,1998,189.08,4,1325000,9-12 years,50-100K,13.25
Maruti Ertiga,Maruti,Ertiga,7,48242,Dealer,Diesel,Manual,20.77,1248,88.76,7,524000,6-8 years,20-50K,5.24
Ford Figo,Ford,Figo,9,68000,Dealer,Diesel,Manual,20.0,1399,68.05,5,169000,9-12 years,50-100K,1.69
Maruti Ertiga,Maruti,Ertiga,7,40000,Individual,Diesel,Manual,20.77,1248,88.8,7,500000,6-8 years,20-50K,5.0
Audi Q7,Audi,Q7,9,98000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2000000,9-12 years,50-100K,20.0
Maruti Swift Dzire,Maruti,Swift Dzire,8,113450,Individual,Diesel,Manual,23.4,1248,74.0,5,380000,6-8 years,100-150K,3.8
Maruti Wagon R,Maruti,Wagon R,3,80000,Individual,Petrol,Automatic,20.51,998,67.0,5,400000,3-5 years,50-100K,4.0
Hyundai Santro,Hyundai,Santro,1,1000,Dealer,Petrol,Automatic,20.3,1086,68.0,5,565000,0-2 years,0-20K,5.65
Maruti Wagon R,Maruti,Wagon R,6,20292,Dealer,Petrol,Manual,20.51,998,67.04,5,335000,6-8 years,20-50K,3.35
Mahindra Scorpio,Mahindra,Scorpio,11,67900,Dealer,Diesel,Manual,12.05,2179,120.0,7,300000,9-12 years,50-100K,3.0
Mahindra Scorpio,Mahindra,Scorpio,6,40000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1051000,6-8 years,20-50K,10.51
Hyundai Grand,Hyundai,Grand,4,60000,Individual,Diesel,Manual,24.0,1186,73.97,5,510000,3-5 years,50-100K,5.1
Renault KWID,Renault,KWID,3,25000,Individual,Petrol,Automatic,24.04,999,67.0,5,370000,3-5 years,20-50K,3.7
Maruti Wagon R,Maruti,Wagon R,15,70000,Individual,Petrol,Manual,18.9,998,67.1,5,200000,13+ years,50-100K,2.0
Maruti Baleno,Maruti,Baleno,3,21000,Individual,Diesel,Manual,27.39,1248,74.0,5,625000,3-5 years,20-50K,6.25
Mahindra Scorpio,Mahindra,Scorpio,3,39000,Dealer,Diesel,Manual,16.36,2179,140.0,7,1290000,3-5 years,20-50K,12.9
Hyundai Creta,Hyundai,Creta,4,30000,Dealer,Petrol,Manual,15.8,1591,121.3,5,890000,3-5 years,20-50K,8.9
Hyundai Verna,Hyundai,Verna,9,61000,Dealer,Diesel,Manual,22.32,1582,126.3,5,420000,9-12 years,50-100K,4.2
Maruti Swift,Maruti,Swift,4,5743,Trustmark Dealer,Petrol,Manual,20.4,1197,83.11,5,500000,3-5 years,0-20K,5.0
Hyundai Grand,Hyundai,Grand,3,24200,Individual,Petrol,Manual,18.9,1197,81.86,5,600000,3-5 years,20-50K,6.0
Maruti Baleno,Maruti,Baleno,4,57000,Individual,Diesel,Manual,27.39,1248,74.0,5,590000,3-5 years,50-100K,5.9
Hyundai i10,Hyundai,i10,10,58000,Dealer,Petrol,Manual,20.36,1197,78.9,5,190000,9-12 years,50-100K,1.9
Datsun GO,Datsun,GO,4,15000,Individual,Petrol,Manual,19.44,1198,67.0,7,500000,3-5 years,0-20K,5.0
Maruti Celerio,Maruti,Celerio,4,10000,Individual,Petrol,Manual,23.1,998,67.04,5,450000,3-5 years,0-20K,4.5
Mahindra XUV500,Mahindra,XUV500,6,100000,Individual,Diesel,Manual,15.1,2179,140.0,7,650000,6-8 years,50-100K,6.5
BMW Z4,BMW,Z4,1,2000,Dealer,Petrol,Automatic,11.29,2998,335.0,2,8250000,0-2 years,0-20K,82.5
Maruti Wagon R,Maruti,Wagon R,1,10000,Individual,Petrol,Manual,20.52,1197,81.8,5,500000,0-2 years,0-20K,5.0
Maruti Alto,Maruti,Alto,12,43000,Individual,Petrol,Manual,19.7,796,46.3,5,140000,9-12 years,20-50K,1.4
Honda Amaze,Honda,Amaze,8,64000,Dealer,CNG,Manual,18.0,1198,86.7,5,349000,6-8 years,50-100K,3.49
Maruti Wagon R,Maruti,Wagon R,7,30000,Individual,Petrol,Manual,20.51,998,67.06,5,325000,6-8 years,20-50K,3.25
Honda City,Honda,City,7,63000,Dealer,Petrol,Manual,17.8,1497,117.3,5,435000,6-8 years,50-100K,4.35
Maruti Celerio,Maruti,Celerio,3,28000,Dealer,CNG,Manual,31.79,998,58.33,5,455000,3-5 years,20-50K,4.55
Land Rover Rover,Land Rover,Rover,3,25000,Individual,Petrol,Automatic,9.17,2995,335.25,7,6200000,3-5 years,20-50K,62.0
Honda City,Honda,City,4,32226,Dealer,Petrol,Manual,17.8,1497,117.3,5,755000,3-5 years,20-50K,7.55
Maruti Alto,Maruti,Alto,7,65000,Individual,Petrol,Manual,23.95,998,67.05,5,245000,6-8 years,50-100K,2.45
Kia Seltos,Kia,Seltos,2,14000,Dealer,Diesel,Manual,20.8,1493,113.4,5,1350000,0-2 years,0-20K,13.5
Renault KWID,Renault,KWID,3,15000,Individual,Petrol,Automatic,24.04,999,67.0,5,310000,3-5 years,0-20K,3.1
BMW 6,BMW,6,3,30000,Individual,Petrol,Automatic,14.28,1998,254.7,4,5500000,3-5 years,20-50K,55.0
Maruti Swift Dzire,Maruti,Swift Dzire,3,32000,Dealer,Diesel,Manual,19.3,1248,73.9,5,675000,3-5 years,20-50K,6.75
Maruti Wagon R,Maruti,Wagon R,2,30000,Individual,Petrol,Manual,20.52,1197,81.8,5,500000,0-2 years,20-50K,5.0
Hyundai i10,Hyundai,i10,11,25000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000,9-12 years,20-50K,3.0
Mahindra Scorpio,Mahindra,Scorpio,5,35000,Individual,Diesel,Automatic,15.4,2179,120.0,7,1450000,3-5 years,20-50K,14.5
Mahindra Scorpio,Mahindra,Scorpio,8,140000,Individual,Diesel,Manual,12.05,2179,120.0,8,530000,6-8 years,100-150K,5.3
Ford Ecosport,Ford,Ecosport,7,65597,Trustmark Dealer,Diesel,Manual,22.7,1498,89.84,5,575000,6-8 years,50-100K,5.75
Hyundai i20,Hyundai,i20,4,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000,3-5 years,20-50K,5.5
Maruti Ciaz,Maruti,Ciaz,7,160000,Individual,Diesel,Manual,26.21,1248,88.5,5,500000,6-8 years,150K+,5.0
Maruti Baleno,Maruti,Baleno,1,7124,Individual,Petrol,Manual,21.01,1197,81.8,5,643000,0-2 years,0-20K,6.43
Ford Ecosport,Ford,Ecosport,2,15000,Individual,Petrol,Manual,18.1,999,123.24,5,1000000,0-2 years,0-20K,10.0
Hyundai Grand,Hyundai,Grand,5,34000,Individual,Petrol,Manual,18.9,1197,82.0,5,550000,3-5 years,20-50K,5.5
Volkswagen Vento,Volkswagen,Vento,10,280000,Individual,Diesel,Manual,20.54,1598,103.6,5,300000,9-12 years,150K+,3.0
Tata Tigor,Tata,Tigor,3,40000,Individual,Petrol,Manual,20.3,1199,84.0,5,470000,3-5 years,20-50K,4.7
Honda City,Honda,City,7,77000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000,6-8 years,50-100K,5.25
Datsun GO,Datsun,GO,4,15000,Individual,Petrol,Manual,19.44,1198,67.0,7,469000,3-5 years,0-20K,4.69
Maruti Alto,Maruti,Alto,9,60000,Individual,Petrol,Manual,20.92,998,67.1,5,210000,9-12 years,50-100K,2.1
Maruti Alto,Maruti,Alto,8,120000,Individual,Petrol,Manual,22.74,796,47.3,5,200000,6-8 years,100-150K,2.0
Renault KWID,Renault,KWID,2,2500,Individual,Petrol,Manual,23.01,999,67.0,5,400000,0-2 years,0-20K,4.0
Jaguar XF,Jaguar,XF,8,50000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2150000,6-8 years,20-50K,21.5
Maruti Celerio,Maruti,Celerio,5,46500,Individual,Petrol,Manual,23.1,998,67.04,5,340000,3-5 years,20-50K,3.4
Maruti Alto,Maruti,Alto,16,5000,Individual,Petrol,Manual,19.7,796,46.3,5,95000,13+ years,0-20K,0.95
Maruti Swift,Maruti,Swift,9,68000,Individual,Diesel,Manual,22.9,1248,74.0,5,381000,9-12 years,50-100K,3.81
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,45000,Dealer,Diesel,Automatic,14.94,2143,204.0,5,775000,9-12 years,20-50K,7.75
Maruti Swift Dzire,Maruti,Swift Dzire,4,20000,Individual,Diesel,Manual,28.4,1248,74.02,5,700000,3-5 years,0-20K,7.0
Maruti Ciaz,Maruti,Ciaz,4,106000,Dealer,Diesel,Manual,28.09,1248,88.5,5,675000,3-5 years,100-150K,6.75
Honda City,Honda,City,6,28000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,670000,6-8 years,20-50K,6.7
Mahindra XUV500,Mahindra,XUV500,3,50000,Individual,Diesel,Manual,16.0,2179,140.0,7,1050000,3-5 years,20-50K,10.5
BMW X5,BMW,X5,2,19000,Individual,Diesel,Automatic,13.38,2993,265.0,5,7900000,0-2 years,0-20K,79.0
Honda City,Honda,City,10,55000,Dealer,Petrol,Manual,17.0,1497,118.0,5,360000,9-12 years,50-100K,3.6
Ford Figo,Ford,Figo,4,53000,Individual,Diesel,Manual,25.83,1498,99.0,5,400000,3-5 years,50-100K,4.0
Hyundai Verna,Hyundai,Verna,7,89000,Dealer,Diesel,Manual,22.32,1582,126.32,5,470000,6-8 years,50-100K,4.7
Maruti Alto,Maruti,Alto,3,22000,Individual,Petrol,Manual,24.7,796,47.3,5,304000,3-5 years,20-50K,3.04
Honda City,Honda,City,7,69000,Dealer,Diesel,Manual,26.0,1498,98.6,5,490000,6-8 years,50-100K,4.9
Mahindra Scorpio,Mahindra,Scorpio,5,155000,Individual,Diesel,Manual,15.4,1997,120.0,7,864000,3-5 years,150K+,8.64
Mahindra XUV500,Mahindra,XUV500,8,85000,Dealer,Diesel,Manual,16.0,2179,140.0,7,480000,6-8 years,50-100K,4.8
Maruti Wagon R,Maruti,Wagon R,2,3600,Dealer,Petrol,Automatic,20.52,1197,81.8,5,575000,0-2 years,0-20K,5.75
Toyota Innova,Toyota,Innova,6,143000,Dealer,Diesel,Manual,12.99,2494,100.0,7,780000,6-8 years,100-150K,7.8
Audi A6,Audi,A6,3,24000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,3490000,3-5 years,20-50K,34.9
MG Hector,MG,Hector,2,28000,Dealer,Diesel,Manual,17.41,1956,167.68,5,1699000,0-2 years,20-50K,16.99
Maruti Swift,Maruti,Swift,2,44000,Individual,Diesel,Manual,28.4,1248,74.0,5,800000,0-2 years,20-50K,8.0
Maruti Baleno,Maruti,Baleno,3,10000,Individual,Petrol,Automatic,21.4,1197,83.1,5,680000,3-5 years,0-20K,6.8
Toyota Fortuner,Toyota,Fortuner,11,200000,Individual,Diesel,Manual,11.5,2982,171.0,7,1200000,9-12 years,150K+,12.0
Toyota Innova,Toyota,Innova,9,187031,Dealer,Diesel,Manual,12.99,2494,100.0,8,525000,9-12 years,150K+,5.25
Ford Ecosport,Ford,Ecosport,2,22346,Dealer,Petrol,Manual,17.0,1497,121.36,5,955000,0-2 years,20-50K,9.55
Hyundai i20,Hyundai,i20,9,120000,Individual,Diesel,Manual,21.9,1396,90.0,5,350000,9-12 years,100-150K,3.5
Maruti Vitara,Maruti,Vitara,1,1000,Dealer,Petrol,Manual,17.03,1462,103.26,5,800000,0-2 years,0-20K,8.0
Maruti Alto,Maruti,Alto,16,56700,Individual,Petrol,Manual,19.7,796,46.3,5,75000,13+ years,50-100K,0.75
Mahindra XUV500,Mahindra,XUV500,6,170000,Individual,Diesel,Manual,16.0,2179,140.0,7,825000,6-8 years,150K+,8.25
Mahindra Marazzo,Mahindra,Marazzo,2,60000,Individual,Diesel,Manual,17.3,1497,121.0,8,1476000,0-2 years,50-100K,14.76
Honda Jazz,Honda,Jazz,3,40000,Dealer,Petrol,Automatic,18.2,1199,88.7,5,670000,3-5 years,20-50K,6.7
Maruti Alto,Maruti,Alto,9,28000,Dealer,Petrol,Manual,19.7,796,46.3,5,180000,9-12 years,20-50K,1.8
Hyundai Grand,Hyundai,Grand,4,35000,Individual,Petrol,Manual,18.9,1197,81.86,5,490000,3-5 years,20-50K,4.9
Maruti Baleno,Maruti,Baleno,4,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,550000,3-5 years,0-20K,5.5
Hyundai i10,Hyundai,i10,7,40000,Individual,Petrol,Manual,20.36,1197,78.9,5,350000,6-8 years,20-50K,3.5
Toyota Innova,Toyota,Innova,2,35000,Individual,Diesel,Manual,13.68,2393,147.8,8,1500000,0-2 years,20-50K,15.0
Ford Figo,Ford,Figo,9,74000,Dealer,Diesel,Manual,20.0,1399,68.05,5,190000,9-12 years,50-100K,1.9
Renault Duster,Renault,Duster,7,46500,Individual,Diesel,Manual,20.45,1461,83.8,5,460000,6-8 years,20-50K,4.6
Maruti Swift,Maruti,Swift,2,8000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,650000,0-2 years,0-20K,6.5
Maruti Ciaz,Maruti,Ciaz,5,120000,Individual,Diesel,Manual,28.09,1248,88.5,5,700000,3-5 years,100-150K,7.0
Maruti Swift,Maruti,Swift,4,34000,Individual,Petrol,Manual,20.4,1197,81.8,5,455000,3-5 years,20-50K,4.55
Maruti Swift,Maruti,Swift,7,54000,Dealer,Petrol,Manual,22.0,1197,81.8,5,365000,6-8 years,50-100K,3.65
Maruti Swift Dzire,Maruti,Swift Dzire,7,11275,Dealer,Petrol,Manual,19.1,1197,85.8,5,470000,6-8 years,0-20K,4.7
Toyota Fortuner,Toyota,Fortuner,3,35000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2950000,3-5 years,20-50K,29.5
Maruti Swift,Maruti,Swift,9,48000,Individual,Diesel,Manual,22.9,1248,74.0,5,400000,9-12 years,20-50K,4.0
Renault Duster,Renault,Duster,6,68000,Dealer,Diesel,Manual,19.87,1461,83.8,5,550000,6-8 years,50-100K,5.5
Honda Civic,Honda,Civic,2,23000,Dealer,Petrol,Automatic,13.9,1799,130.2,5,1519000,0-2 years,20-50K,15.19
Maruti Swift Dzire,Maruti,Swift Dzire,3,31500,Individual,Diesel,Automatic,28.4,1248,74.02,5,740000,3-5 years,20-50K,7.4
Honda Amaze,Honda,Amaze,8,73000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000,6-8 years,50-100K,3.25
Hyundai Grand,Hyundai,Grand,1,10000,Individual,Petrol,Automatic,20.7,1197,81.86,5,600000,0-2 years,0-20K,6.0
Honda Amaze,Honda,Amaze,8,208000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000,6-8 years,150K+,3.0
Hyundai i10,Hyundai,i10,11,30000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000,9-12 years,20-50K,3.0
Maruti Wagon R,Maruti,Wagon R,5,83000,Dealer,CNG,Manual,26.6,998,58.16,5,345000,3-5 years,50-100K,3.45
Mahindra Scorpio,Mahindra,Scorpio,3,60000,Individual,Diesel,Manual,15.4,2523,75.0,7,900000,3-5 years,50-100K,9.0
Mahindra XUV500,Mahindra,XUV500,5,83000,Dealer,Diesel,Manual,16.0,1997,140.0,7,1025000,3-5 years,50-100K,10.25
Isuzu D-Max,Isuzu,D-Max,4,58132,Dealer,Diesel,Manual,12.4,2499,134.0,5,1450000,3-5 years,50-100K,14.5
Maruti Swift,Maruti,Swift,6,34000,Individual,Petrol,Manual,20.4,1197,81.8,5,400000,6-8 years,20-50K,4.0
Honda Amaze,Honda,Amaze,7,45120,Dealer,Diesel,Manual,25.8,1498,98.6,5,367000,6-8 years,20-50K,3.67
Hyundai Grand,Hyundai,Grand,2,15000,Individual,Petrol,Automatic,18.9,1197,81.86,5,535000,0-2 years,0-20K,5.35
Maruti Ertiga,Maruti,Ertiga,2,15000,Individual,Petrol,Manual,19.34,1462,103.0,7,805000,0-2 years,0-20K,8.05
MG Hector,MG,Hector,1,1000,Dealer,Petrol,Manual,15.81,1451,141.0,5,1488000,0-2 years,0-20K,14.88
Hyundai i10,Hyundai,i10,9,64000,Individual,Petrol,Manual,20.36,1197,78.9,5,250000,9-12 years,50-100K,2.5
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,98000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,700000,9-12 years,50-100K,7.0
Maruti Vitara,Maruti,Vitara,5,65000,Dealer,Diesel,Manual,24.3,1248,88.5,5,675000,3-5 years,50-100K,6.75
Maruti Swift,Maruti,Swift,6,84000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000,6-8 years,50-100K,4.25
